,Airline,Source,Destination,Additional_Info,Total_Stops,Price,Part_of_day_Arrival,Part_of_day_Dep
6774,IndiGo,Banglore,New Delhi,No info,non-stop,6144,Mid-night,Night
6775,Jet Airways,Banglore,Delhi,In-flight meal not included,non-stop,5769,Early afternoon,Late morning
6776,Multiple carriers,Delhi,Cochin,In-flight meal not included,1 stop,6943,Mid-night,Early afternoon
6777,IndiGo,Chennai,Kolkata,No info,non-stop,7295,Evening,Early afternoon
6778,Jet Airways,Delhi,Cochin,In-flight meal not included,1 stop,12898,Early morning,Early afternoon
6779,Jet Airways,Delhi,Cochin,In-flight meal not included,1 stop,10262,Early morning,Evening
6780,Jet Airways,Delhi,Cochin,No info,2 stops,15339,Morning,Evening
6781,Jet Airways,Banglore,New Delhi,No info,1 stop,27992,Evening,Morning
6782,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,9663,Morning,Evening
6783,Air India,Delhi,Cochin,No info,1 stop,13832,Early morning,Night
6784,SpiceJet,Kolkata,Banglore,No info,1 stop,6381,Evening,Morning
6785,Air India,Delhi,Cochin,No info,1 stop,7480,Morning,Morning
6786,Air India,Banglore,New Delhi,Other,2 stops,17461,Evening,Morning
6787,Air India,Kolkata,Banglore,No info,1 stop,7662,Night,Morning
6788,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,10844,Evening,Morning
6789,Air India,Kolkata,Banglore,No info,1 stop,5006,Late afternoon,Early afternoon
6790,IndiGo,Kolkata,Banglore,No info,non-stop,5224,Evening,Late afternoon
6791,Vistara,Delhi,Cochin,No info,non-stop,7266,Morning,Early morning
6792,IndiGo,Delhi,Cochin,No info,1 stop,6442,Late afternoon,Morning
6793,SpiceJet,Chennai,Kolkata,No info,non-stop,3597,Evening,Evening
6794,Jet Airways,Delhi,Cochin,In-flight meal not included,1 stop,10262,Morning,Night
6795,IndiGo,Mumbai,Hyderabad,No info,non-stop,2227,Night,Night
6796,SpiceJet,Delhi,Cochin,No info,1 stop,5351,Late morning,Early morning
6797,Jet Airways,Delhi,Cochin,No info,1 stop,14714,Evening,Late afternoon
6798,IndiGo,Mumbai,Hyderabad,No info,non-stop,2227,Night,Night
6799,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,10031,Evening,Night
6800,Jet Airways,Kolkata,Banglore,No info,1 stop,10624,Night,Evening
6801,SpiceJet,Delhi,Cochin,No check-in baggage included,1 stop,5158,Early afternoon,Morning
6802,SpiceJet,Mumbai,Hyderabad,No info,non-stop,2753,Early morning,Early morning
6803,Jet Airways,Kolkata,Banglore,No info,1 stop,14571,Late afternoon,Morning
6804,Jet Airways,Banglore,Delhi,In-flight meal not included,non-stop,6478,Morning,Early morning
6805,Jet Airways,Delhi,Cochin,No info,1 stop,14714,Early morning,Early afternoon
6806,IndiGo,Delhi,Cochin,No info,1 stop,13611,Night,Early morning
6807,IndiGo,Delhi,Cochin,No info,1 stop,6842,Morning,Early morning
6808,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,7757,Evening,Early afternoon
6809,Jet Airways,Delhi,Cochin,No info,1 stop,16289,Morning,Early morning
6810,Jet Airways,Delhi,Cochin,In-flight meal not included,2 stops,10919,Morning,Early afternoon
6811,Jet Airways,Mumbai,Hyderabad,No info,non-stop,5678,Night,Evening
6812,Multiple carriers,Delhi,Cochin,No info,1 stop,14848,Evening,Morning
6813,Multiple carriers,Delhi,Cochin,No info,1 stop,8099,Evening,Morning
6814,Jet Airways,Kolkata,Banglore,No info,1 stop,13759,Late afternoon,Night
6815,Jet Airways,Delhi,Cochin,No info,2 stops,21219,Evening,Late morning
6816,Air India,Delhi,Cochin,No info,2 stops,15428,Early morning,Early morning
6817,Multiple carriers,Delhi,Cochin,No info,1 stop,6148,Late afternoon,Early morning
6818,Air India,Delhi,Cochin,No info,2 stops,8708,Evening,Early afternoon
6819,Jet Airways,Delhi,Cochin,In-flight meal not included,1 stop,12898,Morning,Evening
6820,IndiGo,Delhi,Cochin,No info,1 stop,14871,Night,Morning
6821,Multiple carriers,Delhi,Cochin,No info,1 stop,7198,Mid-night,Evening
6822,Jet Airways,Banglore,New Delhi,In-flight meal not included,1 stop,9134,Late afternoon,Early morning
6823,Vistara,Banglore,New Delhi,No info,non-stop,4353,Mid-night,Night
6824,Jet Airways,Kolkata,Banglore,No info,1 stop,14781,Morning,Late afternoon
6825,Jet Airways,Mumbai,Hyderabad,No info,non-stop,5678,Early morning,Mid-night
6826,Air India,Delhi,Cochin,No info,non-stop,8246,Night,Evening
6827,Jet Airways,Delhi,Cochin,No info,1 stop,14714,Evening,Morning
6828,IndiGo,Kolkata,Banglore,No info,non-stop,4174,Evening,Evening
6829,GoAir,Banglore,Delhi,No info,non-stop,4239,Night,Evening
6830,IndiGo,Chennai,Kolkata,No info,non-stop,4332,Early afternoon,Late morning
6831,Vistara,Kolkata,Banglore,No info,1 stop,12312,Morning,Evening
6832,IndiGo,Banglore,New Delhi,No info,non-stop,11934,Morning,Early morning
6833,Air Asia,Kolkata,Banglore,No info,non-stop,4409,Night,Evening
6834,IndiGo,Kolkata,Banglore,No info,non-stop,4174,Evening,Evening
6835,Jet Airways,Banglore,New Delhi,In-flight meal not included,1 stop,11087,Early afternoon,Evening
6836,Air India,Mumbai,Hyderabad,No info,non-stop,3100,Late afternoon,Early afternoon
6837,IndiGo,Delhi,Cochin,No info,1 stop,5883,Mid-night,Morning
6838,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,9663,Morning,Morning
6839,IndiGo,Chennai,Kolkata,No info,non-stop,3597,Late afternoon,Early afternoon
6840,Air India,Banglore,Delhi,No info,non-stop,6961,Morning,Early morning
6841,Jet Airways,Delhi,Cochin,No info,1 stop,15764,Evening,Night
6842,Jet Airways,Banglore,New Delhi,No info,1 stop,21934,Mid-night,Late afternoon
6843,IndiGo,Delhi,Cochin,No info,1 stop,5636,Early morning,Mid-night
6844,Air India,Banglore,New Delhi,No info,non-stop,7486,Evening,Evening
6845,IndiGo,Chennai,Kolkata,No info,non-stop,6297,Evening,Early afternoon
6846,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,10844,Evening,Morning
6847,Jet Airways,Banglore,Delhi,In-flight meal not included,non-stop,7754,Night,Evening
6848,SpiceJet,Delhi,Cochin,No info,1 stop,4957,Night,Evening
6849,Air India,Delhi,Cochin,No info,1 stop,7480,Morning,Evening
6850,Jet Airways,Banglore,New Delhi,No info,1 stop,26890,Early afternoon,Early morning
6851,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,9314,Evening,Evening
6852,Vistara,Kolkata,Banglore,No info,1 stop,8610,Night,Early morning
6853,IndiGo,Delhi,Cochin,No info,1 stop,7094,Night,Early morning
6854,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,8529,Morning,Late afternoon
6855,Air India,Kolkata,Banglore,No info,2 stops,9416,Night,Morning
6856,Vistara,Banglore,New Delhi,No info,1 stop,10008,Night,Early morning
6857,SpiceJet,Kolkata,Banglore,No info,non-stop,4174,Evening,Early afternoon
6858,SpiceJet,Kolkata,Banglore,No check-in baggage included,non-stop,3841,Late morning,Morning
6859,Air India,Delhi,Cochin,No info,1 stop,5957,Morning,Morning
6860,Air India,Kolkata,Banglore,No info,2 stops,13007,Early morning,Morning
6861,Air India,Mumbai,Hyderabad,No info,2 stops,9678,Night,Early morning
6862,Jet Airways,Delhi,Cochin,In-flight meal not included,2 stops,13764,Early morning,Early morning
6863,Multiple carriers,Delhi,Cochin,No info,1 stop,9001,Evening,Early morning
6864,Jet Airways,Banglore,New Delhi,No info,1 stop,26890,Mid-night,Late morning
6865,Air India,Kolkata,Banglore,No info,2 stops,10676,Late morning,Morning
6866,Air India,Banglore,Delhi,No info,non-stop,6121,Morning,Morning
6867,SpiceJet,Chennai,Kolkata,No info,non-stop,3597,Morning,Morning
6868,Jet Airways,Banglore,Delhi,In-flight meal not included,non-stop,7229,Evening,Late afternoon
6869,Vistara,Banglore,Delhi,No info,non-stop,4668,Early afternoon,Late morning
6870,GoAir,Banglore,Delhi,No info,non-stop,3419,Morning,Early morning
6871,Air India,Delhi,Cochin,No info,1 stop,8907,Night,Early afternoon
6872,Jet Airways,Banglore,Delhi,No info,non-stop,7229,Early afternoon,Late morning
6873,GoAir,Banglore,Delhi,No info,non-stop,3419,Night,Evening
6874,Jet Airways,Banglore,New Delhi,No info,1 stop,13817,Morning,Late afternoon
6875,Jet Airways,Delhi,Cochin,No info,1 stop,15554,Early morning,Night
6876,Jet Airways,Delhi,Cochin,In-flight meal not included,1 stop,15190,Evening,Early morning
6877,Air India,Banglore,New Delhi,No info,1 stop,10657,Night,Early morning
6878,Jet Airways,Delhi,Cochin,No info,1 stop,17549,Early morning,Morning
6879,IndiGo,Banglore,Delhi,No info,non-stop,4077,Mid-night,Night
6880,Jet Airways,Banglore,Delhi,No info,non-stop,8016,Night,Evening
6881,Jet Airways,Delhi,Cochin,In-flight meal not included,1 stop,10262,Morning,Evening
6882,Jet Airways,Kolkata,Banglore,No info,1 stop,12121,Morning,Morning
6883,IndiGo,Delhi,Cochin,No info,1 stop,6027,Evening,Late afternoon
6884,Jet Airways,Kolkata,Banglore,No info,1 stop,14151,Night,Evening
6885,Multiple carriers,Delhi,Cochin,No info,1 stop,9424,Mid-night,Evening
6886,Air India,Kolkata,Banglore,No info,2 stops,11752,Early afternoon,Late afternoon
6887,Jet Airways,Kolkata,Banglore,No info,1 stop,14151,Night,Evening
6888,IndiGo,Kolkata,Banglore,No info,non-stop,4778,Night,Evening
6889,IndiGo,Banglore,Delhi,No info,non-stop,3419,Mid-night,Mid-night
6890,Air India,Mumbai,Hyderabad,No info,non-stop,2050,Late afternoon,Late afternoon
6891,Jet Airways,Mumbai,Hyderabad,No info,non-stop,5678,Night,Evening
6892,Vistara,Banglore,Delhi,No info,non-stop,4668,Night,Night
6893,Jet Airways,Delhi,Cochin,No info,2 stops,16704,Early morning,Early afternoon
6894,Air Asia,Kolkata,Banglore,No info,non-stop,4409,Morning,Morning
6895,Jet Airways,Delhi,Cochin,In-flight meal not included,1 stop,12898,Evening,Evening
6896,Air India,Kolkata,Banglore,No info,2 stops,14482,Early afternoon,Morning
6897,IndiGo,Mumbai,Hyderabad,No info,non-stop,4784,Early morning,Early morning
6898,SpiceJet,Kolkata,Banglore,No check-in baggage included,non-stop,4807,Evening,Evening
6899,SpiceJet,Banglore,New Delhi,No info,non-stop,6205,Night,Evening
6900,Air India,Delhi,Cochin,No info,1 stop,12940,Early morning,Early morning
6901,Jet Airways,Delhi,Cochin,No info,1 stop,17024,Evening,Early afternoon
6902,Multiple carriers,Delhi,Cochin,No info,1 stop,6878,Mid-night,Early afternoon
6903,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,8586,Morning,Evening
6904,IndiGo,Mumbai,Hyderabad,No info,non-stop,2754,Evening,Evening
6905,Air India,Banglore,New Delhi,No info,2 stops,12778,Late afternoon,Morning
6906,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,7757,Morning,Evening
6907,Jet Airways,Kolkata,Banglore,No info,1 stop,14151,Night,Morning
6908,IndiGo,Kolkata,Banglore,No info,non-stop,4174,Morning,Morning
6909,Jet Airways,Kolkata,Banglore,No info,1 stop,14571,Night,Early afternoon
6910,IndiGo,Banglore,New Delhi,No info,non-stop,4777,Morning,Early morning
6911,Air India,Delhi,Cochin,No info,2 stops,12173,Evening,Morning
6912,IndiGo,Banglore,Delhi,No info,non-stop,3943,Early morning,Early morning
6913,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,8529,Night,Evening
6914,Air Asia,Kolkata,Banglore,No info,non-stop,5989,Night,Evening
6915,Air Asia,Kolkata,Banglore,No info,1 stop,5192,Morning,Night
6916,Air India,Kolkata,Banglore,No info,2 stops,11883,Morning,Early morning
6917,Jet Airways,Banglore,Delhi,No info,non-stop,8016,Night,Evening
6918,Jet Airways,Banglore,Delhi,In-flight meal not included,non-stop,4544,Evening,Late afternoon
6919,IndiGo,Banglore,Delhi,No info,non-stop,3943,Early morning,Early morning
6920,Jet Airways,Delhi,Cochin,No info,1 stop,16079,Early morning,Evening
6921,Multiple carriers,Delhi,Cochin,No info,1 stop,7723,Mid-night,Early afternoon
6922,Multiple carriers,Delhi,Cochin,No info,1 stop,17057,Night,Morning
6923,SpiceJet,Delhi,Cochin,No info,1 stop,7317,Night,Late afternoon
6924,IndiGo,Banglore,Delhi,No info,non-stop,3943,Early afternoon,Morning
6925,SpiceJet,Kolkata,Banglore,No info,1 stop,4649,Evening,Late afternoon
6926,IndiGo,Delhi,Cochin,No info,non-stop,5601,Morning,Early morning
6927,Multiple carriers,Delhi,Cochin,No info,1 stop,8888,Night,Morning
6928,Air India,Kolkata,Banglore,No info,non-stop,6535,Late afternoon,Early afternoon
6929,Air India,Delhi,Cochin,No info,2 stops,8603,Evening,Morning
6930,Air India,Kolkata,Banglore,No info,2 stops,13143,Night,Early morning
6931,Air India,Kolkata,Banglore,No info,2 stops,10676,Late morning,Morning
6932,Jet Airways,Banglore,New Delhi,No info,non-stop,7229,Night,Evening
6933,Air India,Banglore,New Delhi,No info,2 stops,11791,Night,Early morning
6934,IndiGo,Banglore,New Delhi,No info,non-stop,6144,Early afternoon,Morning
6935,IndiGo,Kolkata,Banglore,No info,1 stop,9319,Late morning,Early morning
6936,Multiple carriers,Delhi,Cochin,In-flight meal not included,1 stop,7563,Late afternoon,Early morning
6937,Jet Airways,Mumbai,Hyderabad,No info,non-stop,8040,Morning,Early morning
6938,Jet Airways,Banglore,New Delhi,No info,1 stop,19225,Early morning,Night
6939,Jet Airways,Kolkata,Banglore,No info,1 stop,11467,Early afternoon,Evening
6940,GoAir,Delhi,Cochin,No info,1 stop,7870,Evening,Early afternoon
6941,Multiple carriers,Delhi,Cochin,No info,1 stop,9646,Late afternoon,Early morning
6942,Vistara,Banglore,Delhi,No info,non-stop,5403,Morning,Early morning
6943,IndiGo,Mumbai,Hyderabad,No info,non-stop,4049,Early morning,Early morning
6944,Air Asia,Banglore,Delhi,No info,non-stop,3383,Early morning,Early morning
6945,SpiceJet,Chennai,Kolkata,No check-in baggage included,non-stop,3543,Morning,Morning
6946,Jet Airways,Delhi,Cochin,No info,1 stop,15029,Early morning,Night
6947,Air India,Mumbai,Hyderabad,No info,2 stops,13904,Evening,Early morning
6948,Jet Airways,Delhi,Cochin,No info,2 stops,13292,Morning,Night
6949,SpiceJet,Chennai,Kolkata,No info,non-stop,6300,Morning,Morning
6950,IndiGo,Delhi,Cochin,No info,1 stop,5073,Morning,Early morning
6951,IndiGo,Kolkata,Banglore,No info,non-stop,6565,Late afternoon,Early afternoon
6952,Jet Airways,Delhi,Cochin,In-flight meal not included,1 stop,10262,Early morning,Evening
6953,Jet Airways,Kolkata,Banglore,No info,1 stop,14781,Late afternoon,Early morning
6954,IndiGo,Banglore,Delhi,No info,non-stop,4591,Mid-night,Night
6955,SpiceJet,Mumbai,Hyderabad,No info,non-stop,2753,Early morning,Early morning
6956,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,8586,Early morning,Evening
6957,Multiple carriers,Delhi,Cochin,No info,1 stop,10197,Evening,Early morning
6958,Jet Airways,Banglore,New Delhi,In-flight meal not included,1 stop,11087,Evening,Evening
6959,IndiGo,Delhi,Cochin,No info,1 stop,7640,Night,Early afternoon
6960,Jet Airways,Mumbai,Hyderabad,In-flight meal not included,non-stop,4050,Morning,Early morning
6961,Air India,Kolkata,Banglore,No info,1 stop,6528,Early afternoon,Early afternoon
6962,Multiple carriers,Delhi,Cochin,No info,1 stop,6883,Night,Morning
6963,Air India,Chennai,Kolkata,No info,non-stop,4667,Early afternoon,Late morning
6964,Jet Airways,Delhi,Cochin,In-flight meal not included,1 stop,10262,Evening,Evening
6965,IndiGo,Delhi,Cochin,No info,non-stop,5000,Evening,Early afternoon
6966,Air India,Kolkata,Banglore,No info,2 stops,8366,Evening,Morning
6967,Air India,Delhi,Cochin,No info,1 stop,8372,Evening,Morning
6968,IndiGo,Banglore,New Delhi,No info,non-stop,4777,Morning,Early morning
6969,Jet Airways,Mumbai,Hyderabad,No info,non-stop,5678,Late morning,Morning
6970,Vistara,Banglore,Delhi,No info,non-stop,4878,Evening,Evening
6971,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,9663,Morning,Evening
6972,IndiGo,Delhi,Cochin,No info,1 stop,9861,Early afternoon,Early morning
6973,SpiceJet,Kolkata,Banglore,No info,non-stop,3873,Mid-night,Night
6974,Jet Airways,Delhi,Cochin,In-flight meal not included,2 stops,8098,Evening,Early morning
6975,SpiceJet,Kolkata,Banglore,No check-in baggage included,non-stop,3841,Morning,Early morning
6976,Multiple carriers,Delhi,Cochin,In-flight meal not included,1 stop,5797,Mid-night,Late morning
6977,IndiGo,Delhi,Cochin,No info,1 stop,7191,Night,Early morning
6978,Air India,Delhi,Cochin,No info,non-stop,6934,Evening,Early afternoon
6979,IndiGo,Banglore,Delhi,No info,non-stop,3943,Morning,Early morning
6980,Multiple carriers,Delhi,Cochin,No info,1 stop,8309,Evening,Morning
6981,IndiGo,Delhi,Cochin,No info,1 stop,7144,Night,Morning
6982,Jet Airways,Kolkata,Banglore,No info,1 stop,14151,Night,Evening
6983,Jet Airways,Banglore,Delhi,In-flight meal not included,non-stop,5769,Early afternoon,Late morning
6984,Multiple carriers,Delhi,Cochin,No info,1 stop,13377,Mid-night,Evening
6985,Jet Airways,Kolkata,Banglore,No info,1 stop,13731,Early morning,Early morning
6986,Jet Airways,Delhi,Cochin,No info,1 stop,12242,Early morning,Mid-night
6987,Vistara,Kolkata,Banglore,No info,1 stop,9345,Night,Early morning
6988,Jet Airways,Banglore,Delhi,In-flight meal not included,non-stop,4030,Morning,Early morning
6989,Jet Airways,Mumbai,Hyderabad,In-flight meal not included,non-stop,2759,Night,Evening
6990,Jet Airways,Kolkata,Banglore,No info,1 stop,12681,Evening,Early morning
6991,IndiGo,Banglore,Delhi,No info,non-stop,4823,Night,Evening
6992,Jet Airways,Kolkata,Banglore,No info,1 stop,13364,Morning,Night
6993,IndiGo,Banglore,Delhi,No info,non-stop,4823,Night,Evening
6994,SpiceJet,Kolkata,Banglore,No check-in baggage included,non-stop,3841,Late morning,Morning
6995,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,10844,Morning,Evening
6996,Vistara,Chennai,Kolkata,No info,non-stop,11982,Evening,Evening
6997,Jet Airways,Delhi,Cochin,In-flight meal not included,2 stops,13029,Evening,Morning
6998,IndiGo,Delhi,Cochin,No info,1 stop,6558,Late afternoon,Early morning
6999,IndiGo,Kolkata,Banglore,No info,non-stop,4462,Morning,Morning
7000,Jet Airways,Kolkata,Banglore,No info,1 stop,14781,Night,Early afternoon
7001,IndiGo,Delhi,Cochin,No info,1 stop,6442,Late afternoon,Morning
7002,Jet Airways,Delhi,Cochin,No info,2 stops,13376,Morning,Early morning
7003,Jet Airways,Banglore,New Delhi,In-flight meal not included,1 stop,7832,Late morning,Evening
7004,Jet Airways,Delhi,Cochin,In-flight meal not included,1 stop,12373,Morning,Evening
7005,GoAir,Kolkata,Banglore,No info,1 stop,6484,Mid-night,Late afternoon
7006,IndiGo,Mumbai,Hyderabad,No info,non-stop,4049,Morning,Morning
7007,Air India,Kolkata,Banglore,No info,2 stops,12093,Evening,Early morning
7008,GoAir,Kolkata,Banglore,No info,1 stop,5171,Mid-night,Late afternoon
7009,Air India,Delhi,Cochin,No info,1 stop,8372,Evening,Evening
7010,Air India,Delhi,Cochin,No info,2 stops,11491,Evening,Evening
7011,Jet Airways,Delhi,Cochin,In-flight meal not included,1 stop,5177,Morning,Night
7012,Jet Airways,Kolkata,Banglore,No info,1 stop,13941,Night,Late afternoon
7013,Air India,Kolkata,Banglore,No info,2 stops,9416,Late morning,Morning
7014,IndiGo,Chennai,Kolkata,No info,non-stop,4752,Late afternoon,Early afternoon
7015,SpiceJet,Banglore,Delhi,No info,non-stop,4991,Mid-night,Night
7016,Jet Airways,Delhi,Cochin,In-flight meal not included,1 stop,6017,Evening,Late morning
7017,Jet Airways,Banglore,Delhi,In-flight meal not included,non-stop,4544,Late morning,Morning
7018,IndiGo,Mumbai,Hyderabad,No info,non-stop,4049,Morning,Morning
7019,Jet Airways,Delhi,Cochin,In-flight meal not included,2 stops,8834,Evening,Evening
7020,Jet Airways,Delhi,Cochin,In-flight meal not included,1 stop,12898,Early morning,Morning
7021,Air India,Delhi,Cochin,No info,1 stop,8907,Night,Morning
7022,Air India,Mumbai,Hyderabad,No info,non-stop,3100,Late afternoon,Early afternoon
7023,Vistara,Kolkata,Banglore,No info,1 stop,12102,Night,Evening
7024,Jet Airways,Delhi,Cochin,In-flight meal not included,2 stops,11507,Morning,Night
7025,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,7757,Early morning,Night
7026,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,10031,Late afternoon,Night
7027,Air India,Kolkata,Banglore,No info,3 stops,13007,Morning,Morning
7028,IndiGo,Delhi,Cochin,No info,1 stop,7189,Mid-night,Night
7029,Multiple carriers,Delhi,Cochin,No info,1 stop,9316,Evening,Morning
7030,Jet Airways,Banglore,Delhi,In-flight meal not included,non-stop,4544,Evening,Late afternoon
7031,Air Asia,Delhi,Cochin,No info,1 stop,11410,Early morning,Late afternoon
7032,Jet Airways,Kolkata,Banglore,No info,1 stop,13731,Early morning,Evening
7033,Jet Airways,Delhi,Cochin,No info,2 stops,12819,Morning,Night
7034,Jet Airways,Kolkata,Banglore,No info,1 stop,13941,Morning,Early morning
7035,Jet Airways,Kolkata,Banglore,No info,1 stop,14231,Morning,Late afternoon
7036,Multiple carriers,Delhi,Cochin,No info,1 stop,8837,Evening,Early morning
7037,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,10844,Late afternoon,Early afternoon
7038,IndiGo,Chennai,Kolkata,No info,non-stop,3858,Early afternoon,Late morning
7039,Jet Airways,Banglore,New Delhi,No info,1 stop,22270,Early morning,Late morning
7040,Jet Airways,Delhi,Cochin,No info,1 stop,14714,Evening,Early afternoon
7041,Air India,Kolkata,Banglore,No info,3 stops,12797,Morning,Morning
7042,Jet Airways,Banglore,New Delhi,No info,1 stop,13817,Night,Late afternoon
7043,IndiGo,Banglore,Delhi,No info,non-stop,3943,Early morning,Early morning
7044,Vistara,Kolkata,Banglore,No info,1 stop,9870,Evening,Evening
7045,SpiceJet,Kolkata,Banglore,No info,1 stop,9736,Evening,Late morning
7046,Jet Airways,Delhi,Cochin,In-flight meal not included,1 stop,10262,Morning,Evening
7047,SpiceJet,Kolkata,Banglore,No check-in baggage included,non-stop,3841,Late morning,Morning
7048,Air India,Banglore,New Delhi,No info,2 stops,10835,Late afternoon,Morning
7049,Jet Airways,Kolkata,Banglore,No info,1 stop,14914,Morning,Night
7050,Vistara,Banglore,Delhi,No info,non-stop,4668,Early afternoon,Late morning
7051,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,9314,Evening,Evening
7052,IndiGo,Kolkata,Banglore,No info,1 stop,6116,Night,Evening
7053,Multiple carriers,Delhi,Cochin,No info,1 stop,9856,Night,Early morning
7054,Jet Airways,Delhi,Cochin,No info,1 stop,15554,Evening,Morning
7055,Jet Airways,Delhi,Cochin,In-flight meal not included,1 stop,10262,Early morning,Morning
7056,Air India,Delhi,Cochin,No info,2 stops,10861,Evening,Early morning
7057,Jet Airways,Delhi,Cochin,No info,2 stops,13014,Morning,Evening
7058,SpiceJet,Banglore,New Delhi,No info,1 stop,7294,Evening,Morning
7059,Air Asia,Banglore,Delhi,No info,non-stop,3383,Early afternoon,Late morning
7060,Jet Airways,Delhi,Cochin,In-flight meal not included,1 stop,5406,Evening,Early morning
7061,IndiGo,Delhi,Cochin,No info,non-stop,6015,Evening,Early afternoon
7062,Multiple carriers,Delhi,Cochin,No info,1 stop,7155,Evening,Late morning
7063,Air India,Banglore,Delhi,No info,non-stop,6961,Night,Night
7064,Multiple carriers,Delhi,Cochin,No info,1 stop,7005,Night,Morning
7065,SpiceJet,Banglore,Delhi,No info,non-stop,3311,Mid-night,Night
7066,IndiGo,Delhi,Cochin,No info,1 stop,8784,Night,Early morning
7067,Multiple carriers,Delhi,Cochin,No info,1 stop,7198,Mid-night,Morning
7068,Jet Airways,Mumbai,Hyderabad,No info,non-stop,5678,Early morning,Mid-night
7069,IndiGo,Delhi,Cochin,No info,1 stop,5775,Mid-night,Night
7070,Multiple carriers,Delhi,Cochin,No info,1 stop,12402,Evening,Early morning
7071,Multiple carriers,Delhi,Cochin,No info,1 stop,9316,Evening,Late morning
7072,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,9314,Early afternoon,Morning
7073,IndiGo,Kolkata,Banglore,No info,non-stop,4174,Evening,Late afternoon
7074,IndiGo,Chennai,Kolkata,No info,non-stop,3850,Morning,Early morning
7075,Jet Airways,Delhi,Cochin,In-flight meal not included,non-stop,7202,Early afternoon,Late morning
7076,SpiceJet,Kolkata,Banglore,No info,non-stop,3873,Mid-night,Night
7077,Jet Airways,Kolkata,Banglore,No info,1 stop,14781,Night,Late afternoon
7078,SpiceJet,Delhi,Cochin,No info,1 stop,7185,Night,Late afternoon
7079,Jet Airways,Delhi,Cochin,In-flight meal not included,1 stop,10262,Evening,Night
7080,Jet Airways,Banglore,Delhi,No info,non-stop,7229,Night,Evening
7081,IndiGo,Kolkata,Banglore,No info,non-stop,4804,Mid-night,Night
7082,Multiple carriers,Delhi,Cochin,No info,1 stop,10678,Morning,Early morning
7083,Jet Airways,Kolkata,Banglore,No info,1 stop,13584,Morning,Evening
7084,Jet Airways,Delhi,Cochin,No info,2 stops,15339,Morning,Early afternoon
7085,Air India,Delhi,Cochin,No info,2 stops,11753,Early morning,Morning
7086,Vistara,Banglore,Delhi,No info,non-stop,4668,Morning,Early morning
7087,Air India,Delhi,Cochin,No info,2 stops,13039,Early morning,Evening
7088,SpiceJet,Chennai,Kolkata,No info,non-stop,7718,Evening,Evening
7089,IndiGo,Kolkata,Banglore,No info,1 stop,5268,Night,Late afternoon
7090,Jet Airways,Delhi,Cochin,In-flight meal not included,1 stop,12898,Early morning,Evening
7091,Air India,Delhi,Cochin,No info,non-stop,6094,Evening,Early afternoon
7092,Air India,Mumbai,Hyderabad,No info,non-stop,4937,Night,Night
7093,Jet Airways,Delhi,Cochin,In-flight meal not included,1 stop,12373,Evening,Evening
7094,IndiGo,Kolkata,Banglore,No info,1 stop,6218,Night,Evening
7095,Jet Airways,Banglore,Delhi,In-flight meal not included,non-stop,4030,Morning,Early morning
7096,IndiGo,Delhi,Cochin,No info,1 stop,5647,Morning,Early morning
7097,Jet Airways,Delhi,Cochin,No info,2 stops,16704,Early morning,Night
7098,Air India,Delhi,Cochin,No info,3 stops,10703,Evening,Early morning
7099,Vistara,Banglore,Delhi,No info,non-stop,5403,Morning,Early morning
7100,IndiGo,Delhi,Cochin,No info,1 stop,7514,Night,Morning
7101,Jet Airways,Kolkata,Banglore,No info,1 stop,13067,Early afternoon,Evening
7102,Jet Airways,Mumbai,Hyderabad,In-flight meal not included,non-stop,4050,Morning,Early morning
7103,Air India,Kolkata,Banglore,No info,non-stop,5510,Late afternoon,Early afternoon
7104,Jet Airways,Delhi,Cochin,No info,2 stops,18804,Evening,Late morning
7105,Jet Airways,Banglore,New Delhi,In-flight meal not included,1 stop,7832,Morning,Night
7106,Jet Airways,Delhi,Cochin,In-flight meal not included,2 stops,12410,Early morning,Evening
7107,Jet Airways,Kolkata,Banglore,No info,1 stop,12121,Morning,Evening
7108,Vistara,Banglore,Delhi,No info,non-stop,5403,Morning,Morning
7109,Jet Airways,Delhi,Cochin,In-flight meal not included,2 stops,11507,Evening,Early morning
